"root"	"kanji"	"id"	"id_super"	"disp"	"band"	"F"	"groupkey"
"bri"	"苔"	"b"	"ᴮ"	"苔ᴮ"	"piv"	"1"	"苔"
"hipn"	"苔"	"h"	"ᴴ"	"苔ᴴ"	"piv"	"1"	"苔"
"andre"	"苔"	"a"	"ᴬ"	"苔ᴬ"	"piv"	"2"	"苔"
"sfagn"	"苔"	"s"	"ˢ"	"苔ˢ"	"piv"	"1"	"苔"
"ignor"	"忽"	""	""	"忽"	"basic"	"6"	"忽"
"neglekt"	"忽"	"n"	"ᴺ"	"忽ᴺ"	"basic"	"3"	"忽"
"obstakl"	"碍"	""	""	"碍"	"basic"	"3"	"碍"
"ocean"	"洋"	""	""	"洋"	"basic"	"14"	"洋"
"ortografi"	"拼"	""	""	"拼"	"basic"	"0"	"拼"
"parget"	"拼"	"p"	"ᴾ"	"拼ᴾ"	"pejvo"	"3"	"拼"
"palp"	"摸"	""	""	"摸"	"basic"	"11"	"摸"
"palpebr"	"目皮"	""	""	"目皮"	"basic"	"7"	"目皮"
"palt"	"大衣"	""	""	"大衣"	"basic"	"1"	"大衣"
"pane"	"瘫"	""	""	"瘫"	"basic"	"5"	"瘫"
"paraliz"	"瘫"	"pr"	"ᴾᴿ"	"瘫ᴾᴿ"	"pejvo"	"10"	"瘫"
"plegi"	"瘫"	"pl"	"ᴾᴸ"	"瘫ᴾᴸ"	"piv"	"3"	"瘫"
"pantofl"	"拖鞋"	""	""	"拖鞋"	"basic"	"3"	"拖鞋"
"pap"	"教皇"	""	""	"教皇"	"basic"	"9"	"教皇"
"papag"	"鹦"	""	""	"鹦"	"basic"	"8"	"鹦"
"papili"	"蝶"	""	""	"蝶"	"basic"	"17"	"蝶"
"papilion"	"蝶"	"pn"	"ᴾᴺ"	"蝶ᴾᴺ"	"pejvo"	"1"	"蝶"
"pierid"	"蝶"	"pr"	"ᴾᴿ"	"蝶ᴾᴿ"	"piv"	"1"	"蝶"
"pensi"	"养老"	""	""	"养老"	"basic"	"8"	"养老"
"pere"	"亡"	""	""	"亡"	"basic"	"10"	"亡"
"perl"	"珠"	""	""	"珠"	"basic"	"20"	"珠"
"persik"	"桃"	""	""	"桃"	"basic"	"5"	"桃"
"pian"	"琴"	""	""	"琴"	"basic"	"12"	"琴"
"lir"	"琴"	"l"	"ᴸ"	"琴ᴸ"	"pejvo"	"5"	"琴"
"harp"	"琴"	"h"	"ᴴ"	"琴ᴴ"	"pejvo"	"5"	"琴"
"orgen"	"琴"	"o"	"ᴼ"	"琴ᴼ"	"pejvo"	"4"	"琴"
"harmonik"	"琴"	"hm"	"ᴴᴹ"	"琴ᴴᴹ"	"pejvo"	"7"	"琴"
"citr"	"琴"	"c"	"ᶜ"	"琴ᶜ"	"pejvo"	"2"	"琴"
"violon"	"琴"	"v"	"ⱽ"	"琴ⱽ"	"pejvo"	"5"	"琴"
"pionir"	"拓"	""	""	"拓"	"basic"	"7"	"拓"
"pipr"	"椒"	""	""	"椒"	"basic"	"12"	"椒"
"piper"	"椒"	"pe"	"ᴾᴱ"	"椒ᴾᴱ"	"piv"	"1"	"椒"
"plast"	"塑"	""	""	"塑"	"basic"	"14"	"塑"
"plastik"	"塑"	"pk"	"ᴾᴷ"	"塑ᴾᴷ"	"basic"	"4"	"塑"
"modl"	"塑"	"m"	"ᴹ"	"塑ᴹ"	"pejvo"	"8"	"塑"
"plasti"	"塑"	"pl"	"ᴾᴸ"	"塑ᴾᴸ"	"piv"	"3"	"塑"
"popular"	"众"	""	""	"众"	"basic"	"11"	"众"
"portret"	"肖"	""	""	"肖"	"basic"	"4"	"肖"
"princ"	"侯"	""	""	"侯"	"basic"	"17"	"侯"
"markiz"	"侯"	"m"	"ᴹ"	"侯ᴹ"	"pejvo"	"4"	"侯"
"princip"	"则"	""	""	"则"	"basic"	"8"	"则"
"profesor"	"授"	""	""	"授"	"basic"	"9"	"授"
"inic"	"授"	"i"	"ᴵ"	"授ᴵ"	"pejvo"	"5"	"授"
"projekt"	"案"	""	""	"案"	"basic"	"10"	"案"
"pupitr"	"案"	"pp"	"ᴾᴾ"	"案ᴾᴾ"	"pejvo"	"2"	"案"
"proverb"	"谚"	""	""	"谚"	"basic"	"5"	"谚"
"rafan"	"萝卜"	""	""	"萝卜"	"basic"	"3"	"萝卜"
"rap"	"萝卜"	"rp"	"ᴿᴾ"	"萝卜ᴿᴾ"	"pejvo"	"6"	"萝卜"
"ran"	"蛙"	""	""	"蛙"	"basic"	"8"	"蛙"
"hil"	"蛙"	"h"	"ᴴ"	"蛙ᴴ"	"pejvo"	"1"	"蛙"
"batrak"	"蛙"	"b"	"ᴮ"	"蛙ᴮ"	"pejvo"	"2"	"蛙"
"salamandr"	"蛙"	"s"	"ˢ"	"蛙ˢ"	"pejvo"	"1"	"蛙"
"alit"	"蛙"	"a"	"ᴬ"	"蛙ᴬ"	"piv"	"1"	"蛙"
"bomben"	"蛙"	"bm"	"ᴮᴹ"	"蛙ᴮᴹ"	"piv"	"1"	"蛙"
"aksolotl"	"蛙"	"ak"	"ᴬᴷ"	"蛙ᴬᴷ"	"piv"	"1"	"蛙"
"ambistom"	"蛙"	"am"	"ᴬᴹ"	"蛙ᴬᴹ"	"piv"	"1"	"蛙"
"reĝim"	"制"	""	""	"制"	"basic"	"14"	"制"
"relativ"	"相"	""	""	"相"	"basic"	"20"	"相"
"faz"	"相"	"f"	"ᶠ"	"相ᶠ"	"pejvo"	"17"	"相"
"vezir"	"相"	"v"	"ⱽ"	"相ⱽ"	"pejvo"	"2"	"相"
"fizionomi"	"相"	"fn"	"ᶠᴺ"	"相ᶠᴺ"	"pejvo"	"2"	"相"
"ren"	"肾"	""	""	"肾"	"basic"	"10"	"肾"
"nefr"	"肾"	"n"	"ᴺ"	"肾ᴺ"	"piv"	"11"	"肾"
"revizi"	"审"	""	""	"审"	"basic"	"6"	"审"
"asiz"	"审"	"a"	"ᴬ"	"审ᴬ"	"pejvo"	"3"	"审"
"reviz"	"审"	"re"	"ᴿᴱ"	"审ᴿᴱ"	"pejvo"	"3"	"审"
"cenzur"	"审"	"c"	"ᶜ"	"审ᶜ"	"pejvo"	"7"	"审"
"revizor"	"审"	"rr"	"ᴿᴿ"	"审ᴿᴿ"	"pejvo"	"4"	"审"
"rigid"	"硬"	""	""	"硬"	"basic"	"14"	"硬"
"hard"	"硬"	"h"	"ᴴ"	"硬ᴴ"	"pejvo"	"12"	"硬"
"dur"	"硬"	"d"	"ᴰ"	"硬ᴰ"	"pejvo"	"3"	"硬"
"skler"	"硬"	"s"	"ˢ"	"硬ˢ"	"pejvo"	"6"	"硬"
"ciroz"	"硬"	"c"	"ᶜ"	"硬ᶜ"	"pejvo"	"2"	"硬"
"rim"	"韵"	""	""	"韵"	"basic"	"15"	"韵"
"asonanc"	"韵"	"a"	"ᴬ"	"韵ᴬ"	"pejvo"	"2"	"韵"
"sag"	"矢"	""	""	"矢"	"basic"	"17"	"矢"
"salik"	"柳"	""	""	"柳"	"basic"	"6"	"柳"
"vimen"	"柳"	"v"	"ⱽ"	"柳ⱽ"	"pejvo"	"4"	"柳"
"ŝaŭm"	"沫"	""	""	"沫"	"basic"	"22"	"沫"
"sekur"	"安"	""	""	"安"	"basic"	"31"	"安"
"sindikat"	"盟"	""	""	"盟"	"basic"	"12"	"盟"
"alianc"	"盟"	"a"	"ᴬ"	"盟ᴬ"	"pejvo"	"7"	"盟"
"kartel"	"盟"	"k"	"ᴷ"	"盟ᴷ"	"pejvo"	"3"	"盟"
"koalici"	"盟"	"kl"	"ᴷᴸ"	"盟ᴷᴸ"	"pejvo"	"9"	"盟"
"ŝink"	"火腿"	""	""	"火腿"	"basic"	"7"	"火腿"
"suĉ"	"吸"	""	""	"吸"	"basic"	"36"	"吸"
"sorb"	"吸"	"sr"	"ˢᴿ"	"吸ˢᴿ"	"basic"	"30"	"吸"
"s^mac"	"吸"	"ŝ"	"ˢ̂"	"吸ˢ̂"	"pejvo"	"3"	"吸"
"inhal"	"吸"	"i"	"ᴵ"	"吸ᴵ"	"pejvo"	"5"	"吸"
"absorb"	"吸"	"a"	"ᴬ"	"吸ᴬ"	"pejvo"	"6"	"吸"
"specimen"	"样"	""	""	"样"	"basic"	"5"	"样"
"sampl"	"样"	"sm"	"ˢᴹ"	"样ˢᴹ"	"piv"	"3"	"样"
"muestr"	"样"	"m"	"ᴹ"	"样ᴹ"	"piv"	"2"	"样"
"spik"	"穗"	""	""	"穗"	"basic"	"7"	"穗"
"kvast"	"穗"	"k"	"ᴷ"	"穗ᴷ"	"pejvo"	"2"	"穗"
"ament"	"穗"	"a"	"ᴬ"	"穗ᴬ"	"piv"	"2"	"穗"
"spur"	"迹"	""	""	"迹"	"basic"	"12"	"迹"
"stan"	"锡"	""	""	"锡"	"basic"	"11"	"锡"
"sulk"	"沟"	""	""	"沟"	"basic"	"18"	"沟"
"kloak"	"沟"	"k"	"ᴷ"	"沟ᴷ"	"pejvo"	"10"	"沟"
"tranc^e"	"沟"	"t"	"ᵀ"	"沟ᵀ"	"pejvo"	"2"	"沟"
"teritori"	"领"	""	""	"领"	"basic"	"13"	"领"
"testud"	"龟"	""	""	"龟"	"basic"	"8"	"龟"
"keloni"	"龟"	"k"	"ᴷ"	"龟ᴷ"	"pejvo"	"1"	"龟"
"emid"	"龟"	"e"	"ᴱ"	"龟ᴱ"	"piv"	"1"	"龟"
"karet"	"龟"	"kr"	"ᴷᴿ"	"龟ᴷᴿ"	"piv"	"1"	"龟"
"tig"	"茎"	""	""	"茎"	"basic"	"17"	"茎"
"kulm"	"茎"	"k"	"ᴷ"	"茎ᴷ"	"pejvo"	"2"	"茎"
"tigr"	"虎"	""	""	"虎"	"basic"	"4"	"虎"
"juk"	"痒"	""	""	"痒"	"basic"	"7"	"痒"
"tikl"	"痒"	"t"	"ᵀ"	"痒ᵀ"	"basic"	"7"	"痒"
"urtik"	"痒"	"u"	"ᵁ"	"痒ᵁ"	"pejvo"	"4"	"痒"
"tomat"	"茄"	""	""	"茄"	"basic"	"3"	"茄"
"trejn"	"训"	""	""	"训"	"basic"	"11"	"训"
"instrukci"	"训"	"i"	"ᴵ"	"训ᴵ"	"pejvo"	"6"	"训"
"tuber"	"隆"	""	""	"隆"	"basic"	"13"	"隆"
"tumult"	"闹"	""	""	"闹"	"basic"	"9"	"闹"
"tun"	"吨"	""	""	"吨"	"basic"	"6"	"吨"
"tonel"	"吨"	"tl"	"ᵀᴸ"	"吨ᵀᴸ"	"pejvo"	"5"	"吨"
"tunel"	"隧"	""	""	"隧"	"basic"	"10"	"隧"
"uniform"	"制服"	""	""	"制服"	"basic"	"6"	"制服"
"livre"	"制服"	"l"	"ᴸ"	"制服ᴸ"	"pejvo"	"2"	"制服"
"vag"	"荡"	""	""	"荡"	"basic"	"26"	"荡"
"diboc^"	"荡"	"d"	"ᴰ"	"荡ᴰ"	"pejvo"	"13"	"荡"
"fluktu"	"荡"	"f"	"ᶠ"	"荡ᶠ"	"pejvo"	"3"	"荡"
"libertin"	"荡"	"l"	"ᴸ"	"荡ᴸ"	"pejvo"	"3"	"荡"
"vagabond"	"荡"	"vb"	"ⱽᴮ"	"荡ⱽᴮ"	"pejvo"	"2"	"荡"
"venĝ"	"仇"	""	""	"仇"	"basic"	"11"	"仇"
"vet"	"赌"	""	""	"赌"	"basic"	"17"	"赌"
"viktim"	"牺"	""	""	"牺"	"basic"	"4"	"牺"
"vip"	"鞭"	""	""	"鞭"	"basic"	"10"	"鞭"
"skurg^"	"鞭"	"s"	"ˢ"	"鞭ˢ"	"pejvo"	"2"	"鞭"
"knut"	"鞭"	"k"	"ᴷ"	"鞭ᴷ"	"piv"	"2"	"鞭"
"flagel"	"鞭"	"f"	"ᶠ"	"鞭ᶠ"	"piv"	"5"	"鞭"
"virg"	"贞"	""	""	"贞"	"basic"	"10"	"贞"
"volumen"	"积"	""	""	"积"	"basic"	"3"	"积"
"kumulus"	"积"	"k"	"ᴷ"	"积ᴷ"	"pejvo"	"4"	"积"
"vom"	"吐"	""	""	"吐"	"basic"	"16"	"吐"
"kraĉ"	"吐"	"k"	"ᴷ"	"吐ᴷ"	"basic"	"11"	"吐"
"sput"	"吐"	"s"	"ˢ"	"吐ˢ"	"pejvo"	"7"	"吐"
"zink"	"锌"	""	""	"锌"	"basic"	"10"	"锌"
"zum"	"嗡"	""	""	"嗡"	"basic"	"9"	"嗡"
"abrikot"	"杏"	""	""	"杏"	"basic"	"5"	"杏"
"anzu"	"杏"	"an"	"ᴬᴺ"	"杏ᴬᴺ"	"piv"	"3"	"杏"
"abstin"	"戒"	""	""	"戒"	"basic"	"8"	"戒"
"agit"	"搅"	""	""	"搅"	"basic"	"9"	"搅"
"akn"	"痘"	""	""	"痘"	"basic"	"2"	"痘"
"variol"	"痘"	"v"	"ⱽ"	"痘ⱽ"	"pejvo"	"7"	"痘"
"akrid"	"蝗"	""	""	"蝗"	"basic"	"3"	"蝗"
"lokust"	"蝗"	"l"	"ᴸ"	"蝗ᴸ"	"pejvo"	"2"	"蝗"
"aks"	"轴"	""	""	"轴"	"basic"	"18"	"轴"
"s^aft"	"轴"	"ŝ"	"ˢ̂"	"轴ˢ̂"	"pejvo"	"5"	"轴"
"ale"	"林"	""	""	"林"	"basic"	"1"	"林"
"bosk"	"林"	"b"	"ᴮ"	"林ᴮ"	"pejvo"	"3"	"林"
"forst"	"林"	"f"	"ᶠ"	"林ᶠ"	"pejvo"	"7"	"林"
"alg"	"藻"	""	""	"藻"	"basic"	"14"	"藻"
"fuk"	"藻"	"f"	"ᶠ"	"藻ᶠ"	"pejvo"	"1"	"藻"
"fic"	"藻"	"fc"	"ᶠᶜ"	"藻ᶠᶜ"	"piv"	"4"	"藻"
"ulv"	"藻"	"u"	"ᵁ"	"藻ᵁ"	"piv"	"1"	"藻"
"kara"	"藻"	"k"	"ᴷ"	"藻ᴷ"	"piv"	"1"	"藻"
"bangi"	"藻"	"b"	"ᴮ"	"藻ᴮ"	"piv"	"1"	"藻"
"kombu"	"藻"	"km"	"ᴷᴹ"	"藻ᴷᴹ"	"piv"	"1"	"藻"
"nitel"	"藻"	"n"	"ᴺ"	"藻ᴺ"	"piv"	"1"	"藻"
"sargas"	"藻"	"s"	"ˢ"	"藻ˢ"	"piv"	"2"	"藻"
"cerami"	"藻"	"c"	"ᶜ"	"藻ᶜ"	"piv"	"1"	"藻"
"gonidi"	"藻"	"g"	"ᴳ"	"藻ᴳ"	"piv"	"1"	"藻"
"klorel"	"藻"	"kl"	"ᴷᴸ"	"藻ᴷᴸ"	"piv"	"1"	"藻"
"porfur"	"藻"	"p"	"ᴾ"	"藻ᴾ"	"piv"	"1"	"藻"
"undari"	"藻"	"un"	"ᵁᴺ"	"藻ᵁᴺ"	"piv"	"1"	"藻"
"vakame"	"藻"	"v"	"ⱽ"	"藻ⱽ"	"piv"	"1"	"藻"
"volvok"	"藻"	"vl"	"ⱽᴸ"	"藻ⱽᴸ"	"piv"	"1"	"藻"
"kau^lerp"	"藻"	"kŭ"	"ᴷᵁ̆"	"藻ᴷᵁ̆"	"piv"	"1"	"藻"
"koralin"	"藻"	"kn"	"ᴷᴺ"	"藻ᴷᴺ"	"piv"	"1"	"藻"
"klamidomonad"	"藻"	"kd"	"ᴷᴰ"	"藻ᴷᴰ"	"piv"	"1"	"藻"
"alumini"	"铝"	""	""	"铝"	"basic"	"5"	"铝"
"ampol"	"泡"	""	""	"泡"	"basic"	"4"	"泡"
"bobel"	"泡"	"b"	"ᴮ"	"泡ᴮ"	"pejvo"	"5"	"泡"
"infuz"	"泡"	"i"	"ᴵ"	"泡ᴵ"	"pejvo"	"5"	"泡"
"efervesk"	"泡"	"e"	"ᴱ"	"泡ᴱ"	"pejvo"	"3"	"泡"
"blaz"	"泡"	"bl"	"ᴮᴸ"	"泡ᴮᴸ"	"piv"	"3"	"泡"
"anser"	"鹅"	""	""	"鹅"	"basic"	"13"	"鹅"
"apertur"	"孔"	""	""	"孔"	"basic"	"5"	"孔"
"vejn"	"脉"	""	""	"脉"	"basic"	"14"	"脉"
"arteri"	"脉"	"a"	"ᴬ"	"脉ᴬ"	"basic"	"6"	"脉"
"puls"	"脉"	"p"	"ᴾ"	"脉ᴾ"	"pejvo"	"10"	"脉"
"angi"	"脉"	"an"	"ᴬᴺ"	"脉ᴬᴺ"	"pejvo"	"9"	"脉"
"sfigm"	"脉"	"s"	"ˢ"	"脉ˢ"	"piv"	"4"	"脉"
"vaskul"	"脉"	"vs"	"ⱽˢ"	"脉ⱽˢ"	"piv"	"7"	"脉"
"fleb"	"脉"	"f"	"ᶠ"	"脉ᶠ"	"piv"	"2"	"脉"
"avantaĝ"	"优"	""	""	"优"	"basic"	"6"	"优"
"elit"	"优"	"e"	"ᴱ"	"优ᴱ"	"pejvo"	"2"	"优"
"optimum"	"优"	"o"	"ᴼ"	"优ᴼ"	"pejvo"	"2"	"优"
"aven"	"燕麦"	""	""	"燕麦"	"basic"	"3"	"燕麦"
"fung"	"菌"	""	""	"菌"	"basic"	"42"	"菌"
"bakteri"	"菌"	"b"	"ᴮ"	"菌ᴮ"	"basic"	"36"	"菌"
"bacil"	"菌"	"bc"	"ᴮᶜ"	"菌ᴮᶜ"	"basic"	"7"	"菌"
"truf"	"菌"	"t"	"ᵀ"	"菌ᵀ"	"pejvo"	"4"	"菌"
"fungus"	"菌"	"fs"	"ᶠˢ"	"菌ᶠˢ"	"pejvo"	"3"	"菌"
"miko"	"菌"	"m"	"ᴹ"	"菌ᴹ"	"piv"	"6"	"菌"
"micet"	"菌"	"mc"	"ᴹᶜ"	"菌ᴹᶜ"	"piv"	"17"	"菌"
"eci"	"菌"	"e"	"ᴱ"	"菌ᴱ"	"piv"	"1"	"菌"
"hidn"	"菌"	"h"	"ᴴ"	"菌ᴴ"	"piv"	"1"	"菌"
"ojdi"	"菌"	"o"	"ᴼ"	"菌ᴼ"	"piv"	"1"	"菌"
"usne"	"菌"	"u"	"ᵁ"	"菌ᵁ"	"piv"	"1"	"菌"
"mikot"	"菌"	"mi"	"ᴹᴵ"	"菌ᴹᴵ"	"piv"	"2"	"菌"
"micen"	"菌"	"mn"	"ᴹᴺ"	"菌ᴹᴺ"	"piv"	"2"	"菌"
"botul"	"菌"	"bt"	"ᴮᵀ"	"菌ᴮᵀ"	"piv"	"1"	"菌"
"astre"	"菌"	"a"	"ᴬ"	"菌ᴬ"	"piv"	"1"	"菌"
"ecidi"	"菌"	"ed"	"ᴱᴰ"	"菌ᴱᴰ"	"piv"	"1"	"菌"
"klatr"	"菌"	"k"	"ᴷ"	"菌ᴷ"	"piv"	"1"	"菌"
"mukor"	"菌"	"mr"	"ᴹᴿ"	"菌ᴹᴿ"	"piv"	"1"	"菌"
"peziz"	"菌"	"p"	"ᴾ"	"菌ᴾ"	"piv"	"1"	"菌"
"plute"	"菌"	"pl"	"ᴾᴸ"	"菌ᴾᴸ"	"piv"	"1"	"菌"
"rusul"	"菌"	"r"	"ᴿ"	"菌ᴿ"	"piv"	"1"	"菌"
"kandid"	"菌"	"kn"	"ᴷᴺ"	"菌ᴷᴺ"	"piv"	"3"	"菌"
"bakter"	"菌"	"ba"	"ᴮᴬ"	"菌ᴮᴬ"	"piv"	"2"	"菌"
"botrit"	"菌"	"br"	"ᴮᴿ"	"菌ᴮᴿ"	"piv"	"1"	"菌"
"erizif"	"菌"	"er"	"ᴱᴿ"	"菌ᴱᴿ"	"piv"	"1"	"菌"
"foliot"	"菌"	"fl"	"ᶠᴸ"	"菌ᶠᴸ"	"piv"	"1"	"菌"
"geastr"	"菌"	"g"	"ᴳ"	"菌ᴳ"	"piv"	"1"	"菌"
"inocib"	"菌"	"i"	"ᴵ"	"菌ᴵ"	"piv"	"1"	"菌"
"kolibi"	"菌"	"kb"	"ᴷᴮ"	"菌ᴷᴮ"	"piv"	"1"	"菌"
"kopren"	"菌"	"kp"	"ᴷᴾ"	"菌ᴷᴾ"	"piv"	"1"	"菌"
"lakari"	"菌"	"l"	"ᴸ"	"菌ᴸ"	"piv"	"1"	"菌"
"lecide"	"菌"	"lc"	"ᴸᶜ"	"菌ᴸᶜ"	"piv"	"1"	"菌"
"lepiot"	"菌"	"lp"	"ᴸᴾ"	"菌ᴸᴾ"	"piv"	"1"	"菌"
"lepist"	"菌"	"ls"	"ᴸˢ"	"菌ᴸˢ"	"piv"	"1"	"菌"
"lobari"	"菌"	"lb"	"ᴸᴮ"	"菌ᴸᴮ"	"piv"	"1"	"菌"
"meruli"	"菌"	"ml"	"ᴹᴸ"	"菌ᴹᴸ"	"piv"	"1"	"菌"
"miceli"	"菌"	"me"	"ᴹᴱ"	"菌ᴹᴱ"	"piv"	"1"	"菌"
"monili"	"菌"	"mo"	"ᴹᴼ"	"菌ᴹᴼ"	"piv"	"1"	"菌"
"paksil"	"菌"	"pk"	"ᴾᴷ"	"菌ᴾᴷ"	"piv"	"1"	"菌"
"rokcel"	"菌"	"rk"	"ᴿᴷ"	"菌ᴿᴷ"	"piv"	"1"	"菌"
"serpul"	"菌"	"s"	"ˢ"	"菌ˢ"	"piv"	"1"	"菌"
"tremel"	"菌"	"tm"	"ᵀᴹ"	"菌ᵀᴹ"	"piv"	"1"	"菌"
"boviste"	"菌"	"bv"	"ᴮⱽ"	"菌ᴮⱽ"	"piv"	"1"	"菌"
"cetrari"	"菌"	"c"	"ᶜ"	"菌ᶜ"	"piv"	"1"	"菌"
"entolom"	"菌"	"en"	"ᴱᴺ"	"菌ᴱᴺ"	"piv"	"1"	"菌"
"hifolom"	"菌"	"hf"	"ᴴᶠ"	"菌ᴴᶠ"	"piv"	"1"	"菌"
"klavari"	"菌"	"kv"	"ᴷⱽ"	"菌ᴷⱽ"	"piv"	"1"	"菌"
"kortici"	"菌"	"kr"	"ᴷᴿ"	"菌ᴷᴿ"	"piv"	"1"	"菌"
"laktari"	"菌"	"lr"	"ᴸᴿ"	"菌ᴸᴿ"	"piv"	"1"	"菌"
"lekanor"	"菌"	"ln"	"ᴸᴺ"	"菌ᴸᴺ"	"piv"	"1"	"菌"
"marasmi"	"菌"	"ms"	"ᴹˢ"	"菌ᴹˢ"	"piv"	"1"	"菌"
"mikoriz"	"菌"	"mz"	"ᴹᶻ"	"菌ᴹᶻ"	"piv"	"1"	"菌"
"parmeli"	"菌"	"pr"	"ᴾᴿ"	"菌ᴾᴿ"	"piv"	"1"	"菌"
"penicil"	"菌"	"pn"	"ᴾᴺ"	"菌ᴾᴺ"	"piv"	"1"	"菌"
"pleu^rot"	"菌"	"pŭ"	"ᴾᵁ̆"	"菌ᴾᵁ̆"	"piv"	"1"	"菌"
"polipor"	"菌"	"pp"	"ᴾᴾ"	"菌ᴾᴾ"	"piv"	"1"	"菌"
"pukcini"	"菌"	"pc"	"ᴾᶜ"	"菌ᴾᶜ"	"piv"	"1"	"菌"
"ustilag"	"菌"	"ut"	"ᵁᵀ"	"菌ᵁᵀ"	"piv"	"1"	"菌"
"armilari"	"菌"	"ar"	"ᴬᴿ"	"菌ᴬᴿ"	"piv"	"1"	"菌"
"fistulin"	"菌"	"ft"	"ᶠᵀ"	"菌ᶠᵀ"	"piv"	"1"	"菌"
"fitoftor"	"菌"	"ff"	"ᶠᶠ"	"菌ᶠᶠ"	"piv"	"1"	"菌"
"giromitr"	"菌"	"gr"	"ᴳᴿ"	"菌ᴳᴿ"	"piv"	"1"	"菌"
"higrocib"	"菌"	"hg"	"ᴴᴳ"	"菌ᴴᴳ"	"piv"	"1"	"菌"
"higrofor"	"菌"	"hr"	"ᴴᴿ"	"菌ᴴᴿ"	"piv"	"1"	"菌"
"klitocib"	"菌"	"kl"	"ᴷᴸ"	"菌ᴷᴸ"	"piv"	"1"	"菌"
"kraterel"	"菌"	"kt"	"ᴷᵀ"	"菌ᴷᵀ"	"piv"	"1"	"菌"
"likoperd"	"菌"	"lk"	"ᴸᴷ"	"菌ᴸᴷ"	"piv"	"1"	"菌"
"rizokarp"	"菌"	"rz"	"ᴿᶻ"	"菌ᴿᶻ"	"piv"	"1"	"菌"
"strofari"	"菌"	"st"	"ˢᵀ"	"菌ˢᵀ"	"piv"	"1"	"菌"
"trikolom"	"菌"	"tk"	"ᵀᴷ"	"菌ᵀᴷ"	"piv"	"1"	"菌"
"sporotrik"	"菌"	"sp"	"ˢᴾ"	"菌ˢᴾ"	"piv"	"2"	"菌"
"leptospir"	"菌"	"lt"	"ᴸᵀ"	"菌ᴸᵀ"	"piv"	"1"	"菌"
"c^ampinjon"	"菌"	"ĉ"	"ᶜ̂"	"菌ᶜ̂"	"piv"	"1"	"菌"
"kortinari"	"菌"	"ko"	"ᴷᴼ"	"菌ᴷᴼ"	"piv"	"1"	"菌"
"plasmopar"	"菌"	"pm"	"ᴾᴹ"	"菌ᴾᴹ"	"piv"	"1"	"菌"
"verticili"	"菌"	"v"	"ⱽ"	"菌ⱽ"	"piv"	"1"	"菌"
"volvariel"	"菌"	"vl"	"ⱽᴸ"	"菌ⱽᴸ"	"piv"	"1"	"菌"
"au^rikulari"	"菌"	"aŭ"	"ᴬᵁ̆"	"菌ᴬᵁ̆"	"piv"	"1"	"菌"
"peronospor"	"菌"	"ps"	"ᴾˢ"	"菌ᴾˢ"	"piv"	"1"	"菌"
"umbilikari"	"菌"	"um"	"ᵁᴹ"	"菌ᵁᴹ"	"piv"	"1"	"菌"
"sporotrikum"	"菌"	"sm"	"ˢᴹ"	"菌ˢᴹ"	"piv"	"1"	"菌"
"bark"	"舶"	""	""	"舶"	"basic"	"3"	"舶"
"pendol"	"摆"	""	""	"摆"	"basic"	"10"	"摆"
"bask"	"摆"	"b"	"ᴮ"	"摆ᴮ"	"basic"	"1"	"摆"
"bet"	"甜菜"	""	""	"甜菜"	"basic"	"5"	"甜菜"
"bifstek"	"牛排"	""	""	"牛排"	"basic"	"2"	"牛排"
"blasfem"	"辱"	""	""	"辱"	"basic"	"5"	"辱"
"sakrilegi"	"辱"	"s"	"ˢ"	"辱ˢ"	"pejvo"	"4"	"辱"
"bovl"	"碗"	""	""	"碗"	"basic"	"4"	"碗"
"brid"	"勒"	""	""	"勒"	"basic"	"13"	"勒"
"string"	"勒"	"s"	"ˢ"	"勒ˢ"	"pejvo"	"4"	"勒"
"brokant"	"贩"	""	""	"贩"	"basic"	"9"	"贩"
"s^akr"	"贩"	"ŝ"	"ˢ̂"	"贩ˢ̂"	"pejvo"	"5"	"贩"
"kolport"	"贩"	"k"	"ᴷ"	"贩ᴷ"	"pejvo"	"4"	"贩"
"brut"	"畜"	""	""	"畜"	"basic"	"17"	"畜"
"buĉ"	"屠"	""	""	"屠"	"basic"	"13"	"屠"
"masakr"	"屠"	"m"	"ᴹ"	"屠ᴹ"	"pejvo"	"2"	"屠"
"s^oh^t"	"屠"	"ŝ"	"ˢ̂"	"屠ˢ̂"	"piv"	"2"	"屠"
"centi"	"厘"	""	""	"厘"	"pejvo"	"5"	"厘"
"centimetr"	"厘"	"cm"	"ᶜᴹ"	"厘ᶜᴹ"	"basic"	"0"	"厘"
"ĉerk"	"棺"	""	""	"棺"	"basic"	"8"	"棺"
"cikad"	"蝉"	""	""	"蝉"	"basic"	"5"	"蝉"
"cikatr"	"疤"	""	""	"疤"	"basic"	"4"	"疤"
"cinam"	"桂"	""	""	"桂"	"basic"	"5"	"桂"
"lau^r"	"桂"	"l"	"ᴸ"	"桂ᴸ"	"pejvo"	"9"	"桂"
"cir"	"膏"	""	""	"膏"	"basic"	"4"	"膏"
"balzam"	"膏"	"b"	"ᴮ"	"膏ᴮ"	"pejvo"	"7"	"膏"
"pomad"	"膏"	"p"	"ᴾ"	"膏ᴾ"	"pejvo"	"2"	"膏"
"kataplasm"	"膏"	"k"	"ᴷ"	"膏ᴷ"	"pejvo"	"2"	"膏"
