"root","k","id","P","band","F","gsize"
"sporotrik","菌","s","-0.244","piv","2","10"
"miko","菌","mk","-0.955","piv","6","10"
"micet","菌","m","-1.927","piv","17","10"
"fungus","菌","fs","-0.45","pejvo","3","10"
"bacil","菌","bc","-1.116","basic","7","10"
"mikot","菌","mt","-0.135","piv","2","10"
"fung","菌","","-2.77","basic","42","10"
"bakteri","菌","b","-2.702","basic","36","10"
"kandid","菌","k","-0.45","piv","3","10"
"truf","菌","t","-0.619","pejvo","4","10"
"bark","舶","","-0.395","basic","3","1"
"bask","衣边","","0.298","basic","1","1"
"bet","甜菜","","0.367","basic","5","1"
"bifstek","牛排","","0.261","basic","2","1"
"blasfem","辱","","-1.002","basic","5","2"
"sakrilegi","辱","s","-0.879","pejvo","4","2"
"bovl","碗","","-0.402","basic","4","1"
"brid","勒","","-1.648","basic","13","2"
"string","勒","s","-0.673","pejvo","4","2"
"brokant","贩","","-1.765","basic","9","3"
"kolport","贩","k","-1.072","pejvo","4","3"
"s^akr","贩","s^","-1.142","pejvo","5","3"
"brut","畜","","-2.01","basic","17","1"
"masakr","屠","m","-0.162","pejvo","2","3"
"s^oh^t","屠","s^","-0.108","piv","2","3"
"buĉ","屠","","-1.621","basic","13","3"
"centimetr","厘","","0.6","basic","0","2"
"centi","厘","cn","-1.059","pejvo","5","2"
"ĉerk","棺","","-1.097","basic","8","1"
"cikad","蝉","","-0.499","basic","5","1"
"cikatr","疤","","-0.91","basic","4","1"
"lau^r","桂","l","-1.423","pejvo","9","2"
"cinam","桂","","-0.942","basic","5","2"
"balzam","膏","b","-0.808","pejvo","7","4"
"kataplasm","膏","k","0.108","pejvo","2","4"
"cir","膏","","-0.274","basic","4","4"
"pomad","膏","p","0.194","pejvo","2","4"
"zizif","枣","z","-0.774","pejvo","3","3"
"jujub","枣","j","-0.997","pejvo","4","3"
"daktil","枣","","-1.622","basic","8","3"
"dand","俏","","-1.43","basic","8","1"
"rivel","揭","","-1.41","basic","11","2"
"denunc","揭","d","-0.742","basic","5","2"
"dorlot","宠","","-1.622","basic","8","1"
"dot","嫁妆","","-0.545","basic","10","1"
"dres","驯","","-1.392","basic","5","1"
"ekvator","赤","","-0.699","basic","2","1"
"ekzekut","执","","-1.542","basic","5","2"
"ekzekuci","执","ec","-1.186","pejvo","3","2"
"pest","疫","p","-1.179","pejvo","6","2"
"epidemi","疫","","-1.279","basic","6","2"
"eskap","逃","e","-1.346","basic","7","3"
"fuĝ","逃","","-1.146","basic","6","3"
"dizert","逃","d","-0.686","pejvo","3","3"
"fiktiv","虚","ft","-0.673","pejvo","4","5"
"virtual","虚","vr","-1.288","pejvo","8","5"
"imaginar","虚","i","-0.217","pejvo","2","5"
"vant","虚","","-1.494","basic","11","5"
"fikci","虚","f","-1.434","basic","10","5"
"komplement","补","kl","-2.214","basic","11","4"
"kompens","补","k","-2.433","basic","16","4"
"flik","补","","-2.179","basic","14","4"
"suplement","补","s","-1.072","basic","3","4"
"flustr","悄","","-0.789","basic","4","1"
"ĝemel","双胎","","-1.649","basic","16","1"
"glav","剑","","-1.941","basic","14","2"
"spad","剑","s","-1.179","pejvo","6","2"
"konker","克","k","-1.167","pejvo","4","2"
"gram","克","","-3.479","basic","54","2"
"gramatik","语法","","-1.08","basic","13","1"
"makro","宏","m","-2.153","pejvo","13","2"
"grandioz","宏","","-1.435","basic","5","2"
"grat","抓","","-2.036","basic","12","1"
"koncip","孕","k","-2.499","pejvo","13","2"
"graved","孕","","-2.163","basic","9","2"
"gru","鹤","","-1.199","basic","13","1"
"grumbl","怨","","-1.092","basic","5","1"
"helikopter","直升机","","0.94","basic","1","1"
"hepat","肝","","-2.459","basic","18","1"
"sanitar","卫","s","-2.192","pejvo","5","3"
"higien","卫","h","-2.246","basic","6","3"
"gvardi","卫","","-2.603","basic","9","3"
"himn","颂","","-0.912","basic","5","4"
"od","颂","o","-0.159","pejvo","2","4"
"ditiramb","颂","d","-0.339","pejvo","2","4"
"panegir","颂","p","-0.596","pejvo","3","4"
"human","仁","","-2.054","basic","7","1"
"obsed","缠","o","-0.425","pejvo","4","2"
"implik","缠","","-1.324","basic","11","2"
"imun","免","","-2.905","basic","30","1"
"incit","惹","","-1.228","basic","9","1"
"indign","愤","","-1.253","basic","9","1"
"individual","个","il","-1.799","pejvo","2","2"
"individu","个","","-2.985","basic","11","2"
"indulg","饶","","-1.698","basic","10","1"
"tinktur","染","t","-1.531","basic","8","3"
"kontag^","染","k","-1.38","pejvo","7","3"
"infekt","染","","-2.19","basic","17","3"
"gehen","狱","g","-0.653","pejvo","3","3"
"prizon","狱","p","-0.91","pejvo","4","3"
"infer","狱","","-1.464","basic","8","3"
"insign","徽","","0.495","basic","2","3"
"heraldik","徽","h","0.46","pejvo","2","3"
"blazon","徽","b","-0.485","pejvo","7","3"
"revelaci","启","r","-1.252","pejvo","4","2"
"inspir","启","","-1.503","basic","6","2"
"inund","淹","","-0.423","basic","3","1"
"separat","隔","sp","-0.074","piv","2","7"
"vand","隔","v","-0.846","pejvo","6","7"
"izol","隔","","-2.563","basic","38","7"
"sept","隔","s","-0.692","pejvo","5","7"
"adiabat","隔","a","-0.767","pejvo","5","7"
"kvaranten","隔","k","-0.411","pejvo","3","7"
"separ","隔","sr","-0.535","pejvo","4","7"
"jubile","庆典","","-0.675","basic","6","1"
"kaban","庐","","-1.711","basic","8","1"
"kaĉ","粥","","-1.583","basic","14","1"
"kaduk","朽","","-2.483","basic","16","1"
"kaĝ","笼","","-0.774","basic","5","1"
"kalumni","谤","","-1.172","basic","8","1"
"kanal","渠","","-2.215","basic","23","1"
"kandidat","候","","-1.725","basic","11","1"
"maron","栗","m","-0.536","pejvo","3","2"
"kaŝtan","栗","","-1.745","basic","12","2"
"kirurgi","外科","kr","-0.696","basic","6","2"
"kirurg","外科","","0.173","basic","2","2"
"klimat","气候","","-2.255","basic","33","1"
"koket","媚","k","-0.871","basic","6","3"
"flat","媚","","-1.608","basic","14","3"
"lake","媚","l","-0.692","pejvo","5","3"
"karambol","撞","kr","0.241","pejvo","2","3"
"perkut","撞","p","-0.566","pejvo","6","3"
"kolizi","撞","","-0.923","basic","9","3"
"livi","鸽","l","-0.108","pejvo","2","3"
"kolomb","鸽","","-2.199","basic","22","3"
"turt","鸽","t","-0.395","pejvo","3","3"
"konstituci","宪","","-2.072","basic","13","1"
"konsum","耗","","-2.476","basic","26","1"
"koridor","廊","","-0.477","basic","3","4"
"nav","廊","n","-0.081","pejvo","2","4"
"ambulatori","廊","a","-0.271","piv","2","4"
"galeri","廊","g","-0.673","pejvo","4","4"
"kornik","鸦","kn","-0.686","basic","3","2"
"korv","鸦","","-1.313","basic","7","2"
"krani","颅","","-1.676","basic","13","1"
"kredit","贷","","0.7","basic","0","1"
"kristal","晶","","-2.342","basic","28","1"
"krokodil","鳄","","-0.387","basic","6","1"
"bil","券","b","-0.922","pejvo","4","2"
"kupon","券","","-1.333","basic","6","2"
"lili","百合","","-1.097","basic","8","1"
"signatur","签","s","0.017","piv","2","4"
"tab","签","t","0.132","pejvo","2","4"
"paraf","签","p","0.086","pejvo","2","4"
"lot","签","","-1.408","basic","13","4"
"lukt","搏","","-0.872","basic","7","1"
"maiz","玉米","","-0.955","basic","6","1"
"malic","恶","","-1.453","basic","9","2"
"malign","恶","mg","-0.566","pejvo","3","2"
"palat","口顶","","-0.982","basic","6","1"
"palm","棕","","-2.035","basic","22","2"
"arek","棕","a","-0.286","piv","3","2"
"fajenc","陶土","","-0.225","basic","3","1"
"falĉ","收割","","-0.832","basic","12","1"
"fasad","正面","","0.194","basic","2","1"
"fast","斋","","-1.199","basic","7","1"
"fe","妖精","","-0.008","basic","7","1"
"rekrement","渣","r","-0.817","pejvo","5","3"
"skori","渣","s","-0.024","pejvo","2","3"
"feĉ","渣","","-0.667","basic","5","3"
"felt","毡","","-1.536","basic","9","1"
"fig","无花果","","-0.093","basic","6","1"
"fluid","流体","","-0.953","basic","12","1"
"fontan","喷泉","","0.916","basic","2","1"
"formik","蚁","","-1.698","basic","10","1"
"fotel","扶椅","","0.722","basic","2","1"
"frak","燕尾","","1.149","basic","2","1"
"funel","漏斗","","-0.075","basic","5","1"
"furaĝ","饲","","-1.179","basic","5","1"
"kole","胆","k","-1.536","piv","9","2"
"gal","胆","","-1.502","basic","9","2"
"galoŝ","套鞋","","1.747","basic","1","1"
"gelaten","明胶","","0.074","basic","4","1"
"ĝendarm","宪兵","","0.082","basic","3","1"
"protrud","凸","p","-1.019","piv","2","6"
"tenon","凸","t","-0.899","pejvo","2","6"
"ĝib","凸","","-2.319","basic","13","6"
"galb","凸","g","-1.126","piv","3","6"
"konveks","凸","k","-2.318","pejvo","10","6"
"bos","凸","b","-1.066","piv","3","6"
"feston","花环","f","0.281","pejvo","2","2"
"girland","花环","","0.261","basic","2","2"
"laminat","轧","l","-1.529","pejvo","4","2"
"grinc","轧","","-1.409","basic","4","2"
"grip","流感","","0.302","basic","6","1"
"gudr","焦油","","-0.006","basic","6","1"
"hangar","棚库","","1.112","basic","1","1"
"heĝ","篱","","0.85","basic","1","1"
"hektar","公顷","","0.357","basic","1","1"
"insid","陷","","-1.548","basic","10","1"
"instanc","审级","","-0.696","basic","6","1"
"interpelaci","质询","","0.295","basic","2","1"
"invalid","残疾","","0.18","basic","4","1"
"jug","束缚","","0.346","basic","4","1"
"muf","套","m","-1.036","pejvo","6","6"
"gain","套","g","-0.729","pejvo","4","6"
"vaginal","套","v","-0.309","piv","2","6"
"jung","套","","-1.605","basic","11","6"
"ensembl","套","e","-0.596","pejvo","3","6"
"stereotip","套","s","-0.656","pejvo","3","6"
"kahel","瓷砖","","-0.125","basic","6","1"
"kajut","舱","","-1.347","basic","8","1"
"kakt","仙人掌","","0.227","basic","4","1"
"kokon","茧","kn","-0.653","pejvo","3","2"
"kal","茧","","-0.992","basic","5","2"
"kamel","驼","","-1.872","basic","11","1"
"leandr","虾","l","-0.399","piv","2","2"
"kankr","虾","","-0.876","basic","4","2"
"karnaval","狂欢","","0.017","basic","2","1"
"ciprin","鲤","c","0.281","pejvo","2","2"
"karp","鲤","","0.034","basic","3","2"
"klinik","诊","","-2.196","basic","13","1"
"kokos","椰","","-1.228","basic","9","1"
"kolonel","上校","","0.04","basic","2","1"
"komisar","专员","","-0.883","basic","5","1"
"konkord","和合","","-0.696","basic","6","1"
"konsul","领事","","0.419","basic","3","1"
"kontest","异议","","-1.288","basic","8","1"
"konval","铃兰","","0.687","basic","1","1"
"kurent","电流","","-1.916","basic","26","1"
"laboratori","实验室","","0.98","basic","4","1"
"lacert","壁虎","","0.716","basic","4","1"
"urus^i","漆","u","0.194","piv","2","3"
"lak","漆","","-0.861","basic","8","3"
"vernis","漆","v","-0.338","pejvo","4","3"
"lantern","灯笼","","-0.821","basic","10","1"
"larv","幼虫","","0.298","basic","1","1"
"latitud","纬","","-1.679","basic","7","2"
"veft","纬","v","-0.858","pejvo","3","2"
"latun","黄铜","","0.522","basic","4","2"
"tombak","黄铜","t","1.019","pejvo","2","2"
"lesiv","碱","","-0.904","basic","8","3"
"alkal","碱","a","-1.192","pejvo","11","3"
"sod","碱","s","-0.61","pejvo","6","3"
"leŭtenant","尉","","-0.755","basic","4","1"
"likv","液","","-2.267","basic","25","1"
"limak","蜗牛","","0.002","basic","4","1"
"lin","亚麻","","-0.299","basic","6","1"
"lokomotiv","机车","","-1.062","basic","5","1"
"longitud","经度","","0.866","basic","1","1"
"lotus","莲","","-1.347","basic","8","1"
"lubrik","润滑","","0.509","basic","4","1"
"majest","庄严","","-0.63","basic","5","1"
"maleol","脚腕","","1.529","basic","1","1"
"malv","葵","","-0.692","basic","5","1"
"marmelad","果酱","","0.04","basic","6","1"
"metalurgi","冶金","","0.627","basic","1","1"
"muĝ","吼","","-0.815","basic","3","1"
"muzel","口鼻","","0.513","basic","2","1"
"najtingal","夜莺","","0.957","basic","1","1"
"nervoz","躁","","0.118","basic","5","1"
"oficir","军官","","-0.808","basic","7","1"
"oper","歌剧","","0.047","basic","9","1"
"orator","演说","","0.276","basic","6","1"
"elips","椭圆","e","0.34","pejvo","5","2"
"oval","椭圆","","0.759","basic","3","2"
"pav","孔雀","","-0.169","basic","4","1"
"pekl","盐浸","","0.148","basic","5","1"
"pendol","摆","","-1.236","basic","10","1"
"pice","云杉","","-1.089","basic","7","1"
"pig","鹊","","-0.561","basic","5","1"
"pilot","领航","","-0.274","basic","9","1"
"pland","足底","","-0.679","basic","7","1"
"platan","悬铃木","","1.329","basic","2","1"
"plonĝ","潜","","-0.679","basic","7","2"
"latent","潜","l","-0.566","pejvo","6","2"
"plural","复数","","1.019","basic","2","1"
"porcelan","瓷","","-0.849","basic","4","1"
"profet","先知","","-0.675","basic","6","1"
"prolet","无产","","-1.126","basic","6","2"
"proletari","无产","pr","0.037","basic","1","2"
"provok","挑","","-1.38","basic","7","1"
"prunus","李","ps","-1.503","pejvo","6","2"
"prun","李","","-1.081","basic","4","2"
"punt","花边","","-0.692","basic","5","1"
"pupil","瞳","","0.919","basic","1","1"
"pio","脓","pi","-0.882","piv","5","2"
"pus","脓","","-0.882","basic","5","2"
"radiator","散热","","1.398","basic","1","1"
"raŭk","沙哑","","-0.084","basic","4","1"
"raŭp","毛虫","","-1.199","basic","7","1"
"reakci","反应","","-2.155","basic","21","1"
"refleks","反射","rs","-0.696","pejvo","6","2"
"reflekt","反射","","-1.315","basic","12","2"
"rib","醋栗","","-0.021","basic","11","2"
"gros","醋栗","g","0.843","pejvo","4","2"
"ros","露","","-0.651","basic","14","2"
"ekshibici","露","e","0.873","piv","2","2"
"rust","锈","","-1.539","basic","13","2"
"ured","锈","u","-0.286","piv","3","2"
"ŝakal","胡狼","","1.128","basic","1","1"
"sark","耘","","-0.729","basic","4","1"
"satir","讽刺","","-0.317","basic","4","1"
"sciur","松鼠","","0.642","basic","3","1"
"sekal","黑麦","","0.212","basic","4","1"
"senat","上院","","-0.535","basic","4","1"
"sin","怀","","-2.648","basic","24","1"
"skorpi","蝎","","-0.699","basic","7","1"
"lug^","雪车","l","0.341","pejvo","2","2"
"sled","雪车","","0.321","basic","2","2"
"sorg","高粱","","1.555","basic","1","1"
"spektakl","戏","","-1.592","basic","5","1"
"ŝpin","纺","","-2.362","basic","17","1"
"spinac","菠菜","","1.019","basic","2","1"
"spong","海绵","","-0.169","basic","8","1"
"stadion","赛场","","1.202","basic","1","1"
"stamen","雄蕊","","1.535","basic","2","1"
"start","起","","-1.548","basic","10","1"
"sterk","粪","","-1.228","basic","9","3"
"ekskrement","粪","e","-0.436","pejvo","3","3"
"fek","粪","f","-1.36","pejvo","11","3"
"ŝtip","圆木","","-0.988","basic","9","1"
"strig","猫头鹰","","1.41","basic","6","1"
"strut","鸵鸟","","-0.209","basic","4","1"
"subtil","精细","","-0.184","basic","9","1"
"susur","沙响","","0.12","basic","3","1"
"svat","媒","","-0.979","basic","7","2"
"medium","媒","m","-0.559","pejvo","4","2"
"tapet","壁纸","","0.155","basic","7","1"
"tegol","瓦","","-1.921","basic","6","1"
"torent","激流","","0.333","basic","8","1"
"tragik","悲剧","","0.732","basic","3","1"
"traktat","条约","","-1.059","basic","8","1"
"tram","电车","","-1.718","basic","11","1"
"trumpet","小号","","-1.408","basic","6","1"
"vepr","丛","v","-1.349","pejvo","4","3"
"makis","丛","m","-0.899","pejvo","2","3"
"tuf","丛","","-2.319","basic","13","3"
"vaks","蜡","","-1.73","basic","20","1"
"plus^","绒","p","-0.619","pejvo","3","2"
"velur","绒","","-0.876","basic","4","2"
"tumor","瘤","t","-0.679","pejvo","7","3"
"veruk","瘤","","-0.209","basic","4","3"
"varik","瘤","vr","-0.209","pejvo","4","3"
"burs","囊","b","1.047","piv","2","5"
"folikl","囊","f","0.326","pejvo","5","5"
"kapsul","囊","k","0.039","pejvo","7","5"
"vezik","囊","","-0.913","basic","20","5"
"ask","囊","a","0.367","piv","5","5"
"viadukt","旱桥","","0.883","basic","1","1"
"vind","裹","","-1.325","basic","13","1"
"vulkan","火山","","-2.693","basic","22","1"
"vultur","秃鹰","","1.042","basic","3","1"
"terapi","疗","","-3.582","sci","55","2"
"terapeu^tik","疗","tu^","-0.827","pejvo","2","2"
"oksi","氧","","-2.116","sci","19","1"
"oksid","氧化","","-2.262","sci","34","1"
"klor","氯","","-2.158","sci","25","1"
"sulfin","硫","sn","-0.049","piv","2","4"
"tionat","硫","t","-0.049","piv","2","4"
"sulf","硫","","-2.196","sci","26","4"
"sulfur","硫","sr","-1.348","pejvo","10","4"
"azot","氮","a","-0.286","pejvo","3","2"
"nitr","氮","","-1.896","sci","19","2"
"apoge","远","a","-0.613","pejvo","2","4"
"lontan","远","l","-0.656","piv","2","4"
"hipermetrop","远","h","-0.87","pejvo","2","4"
"tele","远","","-4.19","pref","111","4"
"hipo","亚","","-2.967","pref","28","1"
"transcend","超","t","-0.411","pejvo","3","3"
"meta","超","m","-2.196","pejvo","26","3"
"hiper","超","","-2.183","pref","25","3"
"pterig","翅","pg","-1.259","pejvo","7","2"
"pter","翅","","-2.064","sci","18","2"
"frekvenc","频","","-2.103","sci","24","1"
"c^evron","梁","c^","-0.162","pejvo","2","4"
"bau^","梁","b","-0.081","pejvo","2","4"
"patn","梁","p","-0.108","piv","2","4"
"trab","梁","","-2.187","sci","23","4"
"kanon","炮","","-2.402","sci","22","2"
"petard","炮","p","-0.399","pejvo","2","2"
"gracil","纤","g","-0.799","pejvo","2","2"
"fibr","纤","","-2.545","sci","18","2"
"mangan","锰","","-0.225","elem","3","1"
"kalci","钙","","-1.464","elem","8","1"
"natr","钠","nt","-0.619","pejvo","3","2"
"natri","钠","","-1.665","elem","10","2"
"kali","钾","","-1.199","elem","7","1"
"silik","硅","sk","-0.423","pejvo","3","4"
"silici","硅","sl","-0.162","elem","2","4"
"siliciat","硅","st","-1.315","piv","8","4"
"silic","硅","","-0.646","pejvo","4","4"
"fosf","磷","","-1.143","pejvo","15","3"
"fosfo","磷","fs","0.002","piv","4","3"
"fosfor","磷","fr","-0.015","elem","4","3"
"jod","碘","","-1.072","elem","9","1"
"uran","天王星","","0.936","elem","1","1"
"megom","兆","m","-0.749","pejvo","2","2"
"bilion","兆","","-0.393","num","1","2"
"kultiv","栽","","-3.187","pejvo","54","1"
"petal","瓣","p","-0.887","pejvo","14","2"
"klap","瓣","","-1.421","pejvo","25","2"
"spor","胞子","","-2.078","pejvo","23","1"
"trop","喻","","-1.944","pejvo","20","2"
"metafor","喻","m","-0.584","pejvo","4","2"
"ekspansi","膨","e","-0.747","pejvo","8","2"
