"root","k","id","band","F"
"vejn","脉","","basic","14"
"arteri","脉","a","basic","6"
"puls","脉","p","pejvo","10"
"angi","脉","an","pejvo","9"
"sfigm","脉","s","piv","4"
"vaskul","脉","vs","piv","7"
"fleb","脉","f","piv","2"
"avantaĝ","优","","basic","6"
"elit","优","e","pejvo","2"
"optimum","优","o","pejvo","2"
"aven","燕麦","","basic","3"
"fung","菌","","basic","42"
"bakteri","菌","b","basic","36"
"bacil","菌","bc","basic","7"
"truf","菌","t","pejvo","4"
"fungus","菌","fs","pejvo","3"
"miko","菌","m","piv","6"
"micet","菌","mc","piv","17"
"eci","菌","e","piv","1"
"hidn","菌","h","piv","1"
"ojdi","菌","o","piv","1"
"usne","菌","u","piv","1"
"mikot","菌","mi","piv","2"
"micen","菌","mn","piv","2"
"botul","菌","bt","piv","1"
"astre","菌","a","piv","1"
"ecidi","菌","ed","piv","1"
"klatr","菌","k","piv","1"
"mukor","菌","mr","piv","1"
"peziz","菌","p","piv","1"
"plute","菌","pl","piv","1"
"rusul","菌","r","piv","1"
"kandid","菌","kn","piv","3"
"bakter","菌","ba","piv","2"
"botrit","菌","br","piv","1"
"erizif","菌","er","piv","1"
"foliot","菌","fl","piv","1"
"geastr","菌","g","piv","1"
"inocib","菌","i","piv","1"
"kolibi","菌","kb","piv","1"
"kopren","菌","kp","piv","1"
"lakari","菌","l","piv","1"
"lecide","菌","lc","piv","1"
"lepiot","菌","lp","piv","1"
"lepist","菌","ls","piv","1"
"lobari","菌","lb","piv","1"
"meruli","菌","ml","piv","1"
"miceli","菌","me","piv","1"
"monili","菌","mo","piv","1"
"paksil","菌","pk","piv","1"
"rokcel","菌","rk","piv","1"
"serpul","菌","s","piv","1"
"tremel","菌","tm","piv","1"
"boviste","菌","bv","piv","1"
"cetrari","菌","c","piv","1"
"entolom","菌","en","piv","1"
"hifolom","菌","hf","piv","1"
"klavari","菌","kv","piv","1"
"kortici","菌","kr","piv","1"
"laktari","菌","lr","piv","1"
"lekanor","菌","ln","piv","1"
"marasmi","菌","ms","piv","1"
"mikoriz","菌","mz","piv","1"
"parmeli","菌","pr","piv","1"
"penicil","菌","pn","piv","1"
"pleu^rot","菌","pŭ","piv","1"
"polipor","菌","pp","piv","1"
"pukcini","菌","pc","piv","1"
"ustilag","菌","ut","piv","1"
"armilari","菌","ar","piv","1"
"fistulin","菌","ft","piv","1"
"fitoftor","菌","ff","piv","1"
"giromitr","菌","gr","piv","1"
"higrocib","菌","hg","piv","1"
"higrofor","菌","hr","piv","1"
"klitocib","菌","kl","piv","1"
"kraterel","菌","kt","piv","1"
"likoperd","菌","lk","piv","1"
"rizokarp","菌","rz","piv","1"
"strofari","菌","st","piv","1"
"trikolom","菌","tk","piv","1"
"sporotrik","菌","sp","piv","2"
"leptospir","菌","lt","piv","1"
"c^ampinjon","菌","ĉ","piv","1"
"kortinari","菌","ko","piv","1"
"plasmopar","菌","pm","piv","1"
"verticili","菌","v","piv","1"
"volvariel","菌","vl","piv","1"
"au^rikulari","菌","aŭ","piv","1"
"peronospor","菌","ps","piv","1"
"umbilikari","菌","um","piv","1"
"sporotrikum","菌","sm","piv","1"
"bark","舶","","basic","3"
"pendol","摆","","basic","10"
"bask","摆","b","basic","1"
"bet","甜菜","","basic","5"
"bifstek","牛排","","basic","2"
"blasfem","辱","","basic","5"
"sakrilegi","辱","s","pejvo","4"
"bovl","碗","","basic","4"
"brid","勒","","basic","13"
"string","勒","s","pejvo","4"
"brokant","贩","","basic","9"
"s^akr","贩","ŝ","pejvo","5"
"kolport","贩","k","pejvo","4"
"brut","畜","","basic","17"
"buĉ","屠","","basic","13"
"masakr","屠","m","pejvo","2"
"s^oh^t","屠","ŝ","piv","2"
"centi","厘","","pejvo","5"
"centimetr","厘","cm","basic","0"
"ĉerk","棺","","basic","8"
"cikad","蝉","","basic","5"
"cikatr","疤","","basic","4"
"cinam","桂","","basic","5"
"lau^r","桂","l","pejvo","9"
"cir","膏","","basic","4"
"balzam","膏","b","pejvo","7"
"pomad","膏","p","pejvo","2"
"kataplasm","膏","k","pejvo","2"
"daktil","枣","","basic","8"
"jujub","枣","j","pejvo","4"
"zizif","枣","z","pejvo","3"
"dand","俏","","basic","8"
"rivel","揭","","basic","11"
"denunc","揭","d","basic","5"
"dorlot","宠","","basic","8"
"dot","嫁妆","","basic","10"
"dres","驯","","basic","5"
"ekvator","赤","","basic","2"
"ekzekut","执","","basic","5"
"ekzekuci","执","ec","pejvo","3"
"epidemi","疫","","basic","6"
"pest","疫","p","pejvo","6"
"fuĝ","逃","","basic","6"
"eskap","逃","e","basic","7"
"dizert","逃","d","pejvo","3"
"vant","虚","","basic","11"
"fikci","虚","f","basic","10"
"fiktiv","虚","ft","pejvo","4"
"virtual","虚","vr","pejvo","8"
"imaginar","虚","i","pejvo","2"
"flik","补","","basic","14"
"kompens","补","k","basic","16"
"komplement","补","kl","basic","11"
"suplement","补","s","basic","3"
"flustr","悄","","basic","4"
"ĝemel","双胎","","basic","16"
"glav","剑","","basic","14"
"spad","剑","s","pejvo","6"
"gram","克","","basic","54"
"konker","克","k","pejvo","4"
"gramatik","语法","","basic","13"
"grandioz","宏","","basic","5"
"makro","宏","m","pejvo","13"
"grat","抓","","basic","12"
"graved","孕","","basic","9"
"koncip","孕","k","pejvo","13"
"gru","鹤","","basic","13"
"grumbl","怨","","basic","5"
"helikopter","直升机","","basic","1"
"hepat","肝","","basic","18"
"gvardi","卫","","basic","9"
"higien","卫","h","basic","6"
"sanitar","卫","s","pejvo","5"
"himn","颂","","basic","5"
"od","颂","o","pejvo","2"
"panegir","颂","p","pejvo","3"
"ditiramb","颂","d","pejvo","2"
"human","仁","","basic","7"
"implik","缠","","basic","11"
"obsed","缠","o","pejvo","4"
"imun","免","","basic","30"
"incit","惹","","basic","9"
"indign","愤","","basic","9"
"individu","个","","basic","11"
"individual","个","il","pejvo","2"
"indulg","饶","","basic","10"
"infekt","染","","basic","17"
"tinktur","染","t","basic","8"
"kontag^","染","k","pejvo","7"
"infer","狱","","basic","8"
"gehen","狱","g","pejvo","3"
"prizon","狱","p","pejvo","4"
"insign","徽","","basic","2"
"blazon","徽","b","pejvo","7"
"heraldik","徽","h","pejvo","2"
"inspir","启","","basic","6"
"revelaci","启","r","pejvo","4"
"inund","淹","","basic","3"
"izol","隔","","basic","38"
"vand","隔","v","pejvo","6"
"sept","隔","s","pejvo","5"
"separ","隔","sr","pejvo","4"
"adiabat","隔","a","pejvo","5"
"kvaranten","隔","k","pejvo","3"
"separat","隔","st","piv","2"
"jubile","庆典","","basic","6"
"kaban","庐","","basic","8"
"kaĉ","粥","","basic","14"
"kaduk","朽","","basic","16"
"kaĝ","笼","","basic","5"
"kalumni","谤","","basic","8"
"kanal","渠","","basic","23"
"kandidat","候","","basic","11"
"kaŝtan","栗","","basic","12"
"maron","栗","m","pejvo","3"
"kirurg","外科","","basic","2"
"kirurgi","外科","ki","basic","6"
"klimat","气候","","basic","33"
"flat","媚","","basic","14"
"koket","媚","k","basic","6"
"lake","媚","l","pejvo","5"
"kolizi","撞","","basic","9"
"perkut","撞","p","pejvo","6"
"karambol","撞","kr","pejvo","2"
"kolomb","鸽","","basic","22"
"turt","鸽","t","pejvo","3"
"livi","鸽","l","pejvo","2"
"konstituci","宪","","basic","13"
"konsum","耗","","basic","26"
"koridor","廊","","basic","3"
"nav","廊","n","pejvo","2"
"galeri","廊","g","pejvo","4"
"ambulatori","廊","a","piv","2"
"korv","鸦","","basic","7"
"kornik","鸦","kn","basic","3"
"krani","颅","","basic","13"
"kredit","贷","","basic","0"
"kristal","晶","","basic","28"
"krokodil","鳄","","basic","6"
"kupon","券","","basic","6"
"bil","券","b","pejvo","4"
"lili","百合","","basic","8"
"lot","签","","basic","13"
"tab","签","t","pejvo","2"
"paraf","签","p","pejvo","2"
"signatur","签","s","piv","2"
"lukt","搏","","basic","7"
"maiz","玉米","","basic","6"
"malic","恶","","basic","9"
"malign","恶","mg","pejvo","3"
"palat","口顶","","basic","6"
"palm","棕","","basic","22"
"arek","棕","a","piv","3"
"fajenc","陶土","","basic","3"
"falĉ","收割","","basic","12"
"fasad","正面","","basic","2"
"fast","斋","","basic","7"
"fe","妖精","","basic","7"
"feĉ","渣","","basic","5"
"skori","渣","s","pejvo","2"
"rekrement","渣","r","pejvo","5"
"felt","毡","","basic","9"
"fig","无花果","","basic","6"
"fluid","流体","","basic","12"
"fontan","喷泉","","basic","2"
"formik","蚁","","basic","10"
"fotel","扶椅","","basic","2"
"frak","燕尾","","basic","2"
"funel","漏斗","","basic","5"
"furaĝ","饲","","basic","5"
"gal","胆","","basic","9"
"kole","胆","k","piv","9"
"galoŝ","套鞋","","basic","1"
"gelaten","明胶","","basic","4"
"ĝendarm","宪兵","","basic","3"
"ĝib","凸","","basic","13"
"konveks","凸","k","pejvo","10"
"tenon","凸","t","pejvo","2"
"bos","凸","b","piv","3"
"galb","凸","g","piv","3"
"protrud","凸","p","piv","2"
"girland","花环","","basic","2"
"feston","花环","f","pejvo","2"
"grinc","轧","","basic","4"
"laminat","轧","l","pejvo","4"
"grip","流感","","basic","6"
"gudr","焦油","","basic","6"
"hangar","棚库","","basic","1"
"heĝ","篱","","basic","1"
"hektar","公顷","","basic","1"
"insid","陷","","basic","10"
"instanc","审级","","basic","6"
"interpelaci","质询","","basic","2"
"invalid","残疾","","basic","4"
"jug","束缚","","basic","4"
"jung","套","","basic","11"
"muf","套","m","pejvo","6"
"laz","套","l","pejvo","1"
"gain","套","g","pejvo","4"
"ensembl","套","e","pejvo","3"
"stereotip","套","s","pejvo","3"
"vaginal","套","v","piv","2"
"kahel","瓷砖","","basic","6"
"kajut","舱","","basic","8"
"kakt","仙人掌","","basic","4"
"kal","茧","","basic","5"
"kokon","茧","kk","pejvo","3"
"kamel","驼","","basic","11"
"kankr","虾","","basic","4"
"salikok","虾","s","pejvo","1"
"pene","虾","p","piv","1"
"birg","虾","b","piv","1"
"kril","虾","kr","piv","1"
"dafni","虾","d","piv","1"
"dromi","虾","dr","piv","1"
"gamar","虾","g","piv","1"
"lepad","虾","l","piv","1"
"leandr","虾","ln","piv","2"
"Leandr","虾","le","piv","2"
"pandal","虾","pd","piv","1"
"karcin","虾","kc","piv","1"
"nau^pli","虾","n","piv","1"
"talitr","虾","t","piv","1"
"krangon","虾","kn","piv","1"
"armadilidi","虾","a","piv","1"
"karnaval","狂欢","","basic","2"
"karp","鲤","","basic","3"
"ciprin","鲤","c","pejvo","2"
"klinik","诊","","basic","13"
"kokos","椰","","basic","9"
"kolonel","上校","","basic","2"
"komisar","专员","","basic","5"
"konkord","和合","","basic","6"
"konsul","领事","","basic","3"
"kontest","异议","","basic","8"
"konval","铃兰","","basic","1"
"kurent","电流","","basic","26"
"laboratori","实验室","","basic","4"
"lacert","壁虎","","basic","4"
"lak","漆","","basic","8"
"vernis","漆","v","pejvo","4"
"urus^i","漆","u","piv","2"
"lantern","灯笼","","basic","10"
"larv","幼虫","","basic","1"
"latitud","纬","","basic","7"
"veft","纬","v","pejvo","3"
"latun","黄铜","","basic","4"
"tombak","黄铜","t","pejvo","2"
"lesiv","碱","","basic","8"
"sod","碱","s","pejvo","6"
"alkal","碱","a","pejvo","11"
"leŭtenant","尉","","basic","4"
"likv","液","","basic","25"
"limak","蜗牛","","basic","4"
"lin","亚麻","","basic","6"
"lokomotiv","机车","","basic","5"
"longitud","经度","","basic","1"
"lotus","莲","","basic","8"
"lubrik","润滑","","basic","4"
"majest","庄严","","basic","5"
"maleol","脚腕","","basic","1"
"malv","葵","","basic","5"
"marmelad","果酱","","basic","6"
"metalurgi","冶金","","basic","1"
"muĝ","吼","","basic","3"
"muzel","口鼻","","basic","2"
"najtingal","夜莺","","basic","1"
"nervoz","躁","","basic","5"
"nuk","项","","basic","5"
"oficir","军官","","basic","7"
"oper","歌剧","","basic","9"
"orator","演说","","basic","6"
"oval","椭圆","","basic","3"
"elips","椭圆","e","pejvo","5"
"pav","孔雀","","basic","4"
"pekl","盐浸","","basic","5"
"pice","云杉","","basic","7"
"pig","鹊","","basic","5"
"pilot","领航","","basic","9"
"pland","足底","","basic","7"
"platan","悬铃木","","basic","2"
"plonĝ","潜","","basic","7"
"latent","潜","l","pejvo","6"
"plural","复数","","basic","2"
"porcelan","瓷","","basic","4"
"profet","先知","","basic","6"
"prolet","无产","","basic","6"
"proletari","无产","pr","basic","1"
"provok","挑","","basic","7"
"prun","李","","basic","4"
"prunus","李","ps","pejvo","6"
"punt","花边","","basic","5"
"pupil","瞳","","basic","1"
"pus","脓","","basic","5"
"pio","脓","pi","piv","5"
"radiator","散热","","basic","1"
"raŭk","沙哑","","basic","4"
"raŭp","毛虫","","basic","7"
"reakci","反应","","basic","21"
"reflekt","反射","","basic","12"
"refleks","反射","rs","pejvo","6"
"rib","醋栗","","basic","11"
"gros","醋栗","g","pejvo","4"
"ros","露","","basic","14"
"ekshibici","露","e","piv","2"
"rust","锈","","basic","13"
"ured","锈","u","piv","3"
"ŝakal","胡狼","","basic","1"
"sark","耘","","basic","4"
"satir","讽刺","","basic","4"
"sciur","松鼠","","basic","3"
"sekal","黑麦","","basic","4"
"senat","上院","","basic","4"
"sin","怀","","basic","24"
"skorpi","蝎","","basic","7"
"sled","雪车","","basic","2"
"lug^","雪车","l","pejvo","2"
"sorg","高粱","","basic","1"
"spektakl","戏","","basic","5"
"ŝpin","纺","","basic","17"
"spinac","菠菜","","basic","2"
"spong","海绵","","basic","8"
"stadion","赛场","","basic","1"
"stamen","雄蕊","","basic","2"
"start","起","","basic","10"
"sterk","粪","","basic","9"
"fek","粪","f","pejvo","11"
"ekskrement","粪","e","pejvo","3"
"ŝtip","圆木","","basic","9"
"strig","猫头鹰","","basic","6"
"strut","鸵鸟","","basic","4"
"subtil","精细","","basic","9"
"susur","沙响","","basic","3"
"svat","媒","","basic","7"
"medium","媒","m","pejvo","4"
"tapet","壁纸","","basic","7"
"tegol","瓦","","basic","6"
"torent","激流","","basic","8"
"tragik","悲剧","","basic","3"
"traktat","条约","","basic","8"
"tram","电车","","basic","11"
"trumpet","小号","","basic","6"
"tuf","丛","","basic","13"
"vepr","丛","v","pejvo","4"
"makis","丛","m","pejvo","2"
"vaks","蜡","","basic","20"
"velur","绒","","basic","4"
"plus^","绒","p","pejvo","3"
"veruk","瘤","","basic","4"
"tumor","瘤","t","pejvo","7"
"varik","瘤","va","pejvo","4"
"vezik","囊","","basic","20"
"kapsul","囊","k","pejvo","7"
"folikl","囊","f","pejvo","5"
"ask","囊","a","piv","5"
"burs","囊","b","piv","2"
"viadukt","旱桥","","basic","1"
"vind","裹","","basic","13"
"vulkan","火山","","basic","22"
"vultur","秃鹰","","basic","3"
"terapi","疗","","sci","55"
"terapeu^tik","疗","tŭ","pejvo","2"
"oksi","氧","","sci","19"
"oksid","氧化","","sci","34"
"klor","氯","","sci","25"
"sulf","硫","","sci","26"
"sulfur","硫","sr","pejvo","10"
"tionat","硫","t","piv","2"
"sulfin","硫","sn","piv","2"
"nitr","氮","","sci","19"
"azot","氮","a","pejvo","3"
"tele","远","","pref","111"
"apoge","远","a","pejvo","2"
"hipermetrop","远","h","pejvo","2"
"lontan","远","l","piv","2"
"hipo","亚","","pref","28"
"hiper","超","","pref","25"
"meta","超","m","pejvo","26"
"transcend","超","t","pejvo","3"
"pter","翅","","sci","18"
"pterig","翅","pg","pejvo","7"
"frekvenc","频","","sci","24"
"trab","梁","","sci","23"
"bau^","梁","b","pejvo","2"
"c^evron","梁","ĉ","pejvo","2"
"patn","梁","p","piv","2"
"kanon","炮","","sci","22"
"petard","炮","p","pejvo","2"
"fibr","纤","","sci","18"
"gracil","纤","g","pejvo","2"
"mangan","锰","","elem","3"
"kalci","钙","","elem","8"
"natri","钠","","elem","10"
"natr","钠","na","pejvo","3"
"kali","钾","","elem","7"
"silic","硅","","pejvo","4"
"silik","硅","sk","pejvo","3"
"silici","硅","si","elem","2"
"siliciat","硅","st","piv","8"
"fosf","磷","","pejvo","15"
"fosfor","磷","fr","elem","4"
"fosfo","磷","fo","piv","4"
"jod","碘","","elem","9"
"uran","天王星","","elem","1"
"bilion","兆","","num","1"
"megom","兆","m","pejvo","2"
"kultiv","栽","","pejvo","54"
"klap","瓣","","pejvo","25"
"petal","瓣","p","pejvo","14"
"spor","胞子","","pejvo","23"
"trop","喻","","pejvo","20"
"metafor","喻","m","pejvo","4"
"dilat","膨","","pejvo","19"
"ekspansi","膨","e","pejvo","8"
"kabl","缆","","pejvo","19"
"tiravir","缆","t","piv","2"
"s^im","霉","","pejvo","18"
"arbust","灌木","","pejvo","18"
"krak","啪","","pejvo","18"
"knal","啪","kn","piv","2"
"risort","弹簧","","pejvo","17"
"galaksi","星系","","pejvo","17"
"c^ast","洁","","pejvo","17"
"vibr","振","","pejvo","15"
"oscil","振","o","pejvo","17"
"korol","花冠","","pejvo","16"
"malt","麦芽","","pejvo","16"
"konus","锥","","pejvo","16"
"piramid","锥","p","pejvo","6"
"valv","阀","","pejvo","16"
"kirl","涡","","pejvo","16"
"turbin","涡","t","pejvo","12"
"vortic","涡","v","pejvo","2"
"optik","光学","","pejvo","16"
"mer","链节","","pejvo","16"
"puf","胀","","pejvo","15"
"inflaci","胀","i","pejvo","3"
"turg","胀","t","piv","4"
"gips","石膏","","pejvo","15"
"kard","刺草","","pejvo","15"
"ser","血清","","pejvo","15"
"kadavr","尸","","pejvo","15"
"sel","鞍","","pejvo","15"
"boben","圈","","pejvo","15"
"cirk","圈","c","pejvo","3"
"kiras","甲","","pejvo","15"
"metil","甲","m","pejvo","7"
"skarab","甲","s","pejvo","13"
"blend","甲","b","pejvo","3"
"spektr","谱","","pejvo","15"
"distil","馏","","pejvo","15"
"agr","农","","pejvo","14"
"agrikultur","农","ak","pejvo","5"
"argil","粘土","","pejvo","14"
"kvantum","量子","","pejvo","14"
"falk","鹰","","pejvo","14"
"niz","鹰","n","pejvo","2"
"bute","鹰","b","pejvo","4"
"akcipitr","鹰","a","pejvo","4"
"jon","离子","","pejvo","14"
"ion","离子","i","piv","3"
"ankr","锚","","pejvo","14"
"kan","苇","","pejvo","14"
"gir","旋","","pejvo","5"
"pivot","旋","p","pejvo","8"
"spiral","旋","s","pejvo","14"
"rotaci","旋","r","pejvo","12"
"turb","旋","t","pejvo","4"
"giro","旋","go","pejvo","2"
"ciklon","旋","c","pejvo","5"
"piruet","旋","pr","pejvo","2"
"mobil","挂饰","","pejvo","14"
"muk","粘","","pejvo","14"
"viskoz","粘","v","pejvo","8"
